"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","060070008","3","27","ug/m3 SC","25","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/02/2020","AQS","060070008","3","22","ug/m3 SC","20","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/03/2020","AQS","060070008","3","30","ug/m3 SC","28","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/04/2020","AQS","060070008","3","17","ug/m3 SC","16","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/05/2020","AQS","060070008","3","18","ug/m3 SC","17","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/06/2020","AQS","060070008","3","13","ug/m3 SC","12","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/07/2020","AQS","060070008","3","26","ug/m3 SC","24","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/08/2020","AQS","060070008","3","24","ug/m3 SC","22","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/09/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/10/2020","AQS","060070008","3","13","ug/m3 SC","12","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/11/2020","AQS","060070008","3","11","ug/m3 SC","10","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/12/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/13/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/14/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/15/2020","AQS","060070008","3","15","ug/m3 SC","14","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/16/2020","AQS","060070008","3","5","ug/m3 SC","5","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/17/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/18/2020","AQS","060070008","3","8","ug/m3 SC","7","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/19/2020","AQS","060070008","3","19","ug/m3 SC","18","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/20/2020","AQS","060070008","3","24","ug/m3 SC","22","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/21/2020","AQS","060070008","3","8","ug/m3 SC","7","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/22/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/23/2020","AQS","060070008","3","16","ug/m3 SC","15","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/24/2020","AQS","060070008","3","18","ug/m3 SC","17","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/25/2020","AQS","060070008","3","21","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/26/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/27/2020","AQS","060070008","3","8","ug/m3 SC","7","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/28/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/29/2020","AQS","060070008","3","11","ug/m3 SC","10","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/30/2020","AQS","060070008","3","14","ug/m3 SC","13","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/31/2020","AQS","060070008","3","20","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/01/2020","AQS","060070008","3","20","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/02/2020","AQS","060070008","3","11","ug/m3 SC","10","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/03/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/04/2020","AQS","060070008","3","12","ug/m3 SC","11","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/05/2020","AQS","060070008","3","25","ug/m3 SC","23","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/06/2020","AQS","060070008","3","31","ug/m3 SC","29","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/07/2020","AQS","060070008","3","28","ug/m3 SC","26","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/08/2020","AQS","060070008","3","16","ug/m3 SC","15","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/09/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/10/2020","AQS","060070008","3","17","ug/m3 SC","16","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/11/2020","AQS","060070008","3","14","ug/m3 SC","13","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/12/2020","AQS","060070008","3","23","ug/m3 SC","21","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/13/2020","AQS","060070008","3","25","ug/m3 SC","23","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/14/2020","AQS","060070008","3","35","ug/m3 SC","32","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/15/2020","AQS","060070008","3","26","ug/m3 SC","24","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/16/2020","AQS","060070008","3","18","ug/m3 SC","17","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/17/2020","AQS","060070008","3","24","ug/m3 SC","22","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/18/2020","AQS","060070008","3","22","ug/m3 SC","20","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/19/2020","AQS","060070008","3","31","ug/m3 SC","29","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/20/2020","AQS","060070008","3","38","ug/m3 SC","35","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/21/2020","AQS","060070008","3","33","ug/m3 SC","31","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/22/2020","AQS","060070008","3","22","ug/m3 SC","20","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/23/2020","AQS","060070008","3","20","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/24/2020","AQS","060070008","3","30","ug/m3 SC","28","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/25/2020","AQS","060070008","3","23","ug/m3 SC","21","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/26/2020","AQS","060070008","3","25","ug/m3 SC","23","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/27/2020","AQS","060070008","3","25","ug/m3 SC","23","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/28/2020","AQS","060070008","3","31","ug/m3 SC","29","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/29/2020","AQS","060070008","3","16","ug/m3 SC","15","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/01/2020","AQS","060070008","3","8","ug/m3 SC","7","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/02/2020","AQS","060070008","3","32","ug/m3 SC","30","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/03/2020","AQS","060070008","3","20","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/04/2020","AQS","060070008","3","30","ug/m3 SC","28","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/05/2020","AQS","060070008","3","34","ug/m3 SC","31","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/06/2020","AQS","060070008","3","19","ug/m3 SC","18","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/07/2020","AQS","060070008","3","5","ug/m3 SC","5","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/08/2020","AQS","060070008","3","4","ug/m3 SC","4","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/09/2020","AQS","060070008","3","13","ug/m3 SC","12","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/10/2020","AQS","060070008","3","17","ug/m3 SC","16","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/11/2020","AQS","060070008","3","22","ug/m3 SC","20","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/12/2020","AQS","060070008","3","28","ug/m3 SC","26","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/13/2020","AQS","060070008","3","32","ug/m3 SC","30","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/14/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/15/2020","AQS","060070008","3","3","ug/m3 SC","3","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/16/2020","AQS","060070008","3","5","ug/m3 SC","5","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/18/2020","AQS","060070008","3","3","ug/m3 SC","3","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/26/2020","AQS","060070008","3","5","ug/m3 SC","5","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/27/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/28/2020","AQS","060070008","3","15","ug/m3 SC","14","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/29/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/30/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/31/2020","AQS","060070008","3","5","ug/m3 SC","5","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/01/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/02/2020","AQS","060070008","3","4","ug/m3 SC","4","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/03/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/04/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/05/2020","AQS","060070008","3","2","ug/m3 SC","2","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/06/2020","AQS","060070008","3","3","ug/m3 SC","3","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/07/2020","AQS","060070008","3","4","ug/m3 SC","4","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/08/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/09/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/10/2020","AQS","060070008","3","10","ug/m3 SC","9","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/11/2020","AQS","060070008","3","12","ug/m3 SC","11","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/12/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/13/2020","AQS","060070008","3","10","ug/m3 SC","9","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/14/2020","AQS","060070008","3","10","ug/m3 SC","9","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/15/2020","AQS","060070008","3","18","ug/m3 SC","17","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/16/2020","AQS","060070008","3","17","ug/m3 SC","16","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/17/2020","AQS","060070008","3","24","ug/m3 SC","22","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/18/2020","AQS","060070008","3","21","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/19/2020","AQS","060070008","3","18","ug/m3 SC","17","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/20/2020","AQS","060070008","3","23","ug/m3 SC","21","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/21/2020","AQS","060070008","3","18","ug/m3 SC","17","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/22/2020","AQS","060070008","3","22","ug/m3 SC","20","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/23/2020","AQS","060070008","3","14","ug/m3 SC","13","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/24/2020","AQS","060070008","3","11","ug/m3 SC","10","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/25/2020","AQS","060070008","3","10","ug/m3 SC","9","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/26/2020","AQS","060070008","3","25","ug/m3 SC","23","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/27/2020","AQS","060070008","3","13","ug/m3 SC","12","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/28/2020","AQS","060070008","3","14","ug/m3 SC","13","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/29/2020","AQS","060070008","3","40","ug/m3 SC","37","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/30/2020","AQS","060070008","3","21","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/01/2020","AQS","060070008","3","26","ug/m3 SC","24","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/02/2020","AQS","060070008","3","25","ug/m3 SC","23","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/03/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/08/2020","AQS","060070008","3","27","ug/m3 SC","25","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/09/2020","AQS","060070008","3","35","ug/m3 SC","32","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/10/2020","AQS","060070008","3","32","ug/m3 SC","30","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/11/2020","AQS","060070008","3","20","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/12/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/13/2020","AQS","060070008","3","10","ug/m3 SC","9","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/14/2020","AQS","060070008","3","10","ug/m3 SC","9","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/15/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/16/2020","AQS","060070008","3","13","ug/m3 SC","12","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/17/2020","AQS","060070008","3","5","ug/m3 SC","5","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/18/2020","AQS","060070008","3","4","ug/m3 SC","4","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/19/2020","AQS","060070008","3","3","ug/m3 SC","3","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/20/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/21/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/22/2020","AQS","060070008","3","7","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/23/2020","AQS","060070008","3","4","ug/m3 SC","4","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/24/2020","AQS","060070008","3","6","ug/m3 SC","6","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/25/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/26/2020","AQS","060070008","3","15","ug/m3 SC","14","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/28/2020","AQS","060070008","3","20","ug/m3 SC","19","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/29/2020","AQS","060070008","3","28","ug/m3 SC","26","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/30/2020","AQS","060070008","3","8","ug/m3 SC","7","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/31/2020","AQS","060070008","3","9","ug/m3 SC","8","Chico-East Avenue","1","100.0000","81102","PM10 Total 0-10um STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/01/2020","AQS","060090001","3","19","ug/m3 SC","18","San Andreas-Gold Strike Road","1","100.0000","81102","PM10 Total 0-10um STP","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/02/2020","AQS","060090001","3","14","ug/m3 SC","13","San Andreas-Gold Strike Road","1","100.0000","81102","PM10 Total 0-10um STP","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/03/2020","AQS","060090001","3","14","ug/m3 SC","13","San Andreas-Gold Strike Road","1","100.0000","81102","PM10 Total 0-10um STP","","","06","California","009","Calaveras","38.20185","-120.680277"
